index,question,match_time(s),matched_fields
287,"我想了解一下长城基金管理有限公司2020年成立的债券型基金,其管理费率的平均值是多少?请四舍五入保留小数点两位。",0.066,"基金基本信息表-管理费率, 基金基本信息表-托管费率, 基金基本信息表-管理人, 基金基本信息表-基金简称, 基金规模变动表-基金简称, 基金债券持仓明细表-债券类型, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
288,"请帮我查询下，在20190617，申万行业分类里一级行业为建筑材料行业的所有股票里, 成交金额(元)最多的股票的代码是什么？成交金额是多少？",0.075,"A股公司行业划分表-一级行业名称, A股公司行业划分表-股票代码, A股票日行情表-成交金额(元), A股票日行情表-成交量(股), 港股票日行情表-成交金额(元), A股公司行业划分表-二级行业名称, A股公司行业划分表-交易日期, 港股票日行情表-成交量(股), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
289,请查询：在2021的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于其他型类型的有几个。,0.071,"基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例, 基金份额持有人结构表-机构投资者持有的基金份额, 基金股票持仓明细表-报告类型, 基金份额持有人结构表-报告类型, 基金基本信息表-基金类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-截止日期, 基金份额持有人结构表-公告日期"
290,我想知道在20210630的季报里，嘉实中证央企创新驱动ETF联接C投资的股票分别是哪些申万一级行业？,0.058,"A股公司行业划分表-股票代码, 基金债券持仓明细表-第N大重仓股, 基金股票持仓明细表-报告类型, 基金股票持仓明细表-股票代码, 基金股票持仓明细表-第N大重仓股, 基金可转债持仓明细表-第N大重仓股, 基金股票持仓明细表-基金简称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
291,我想知道长信双利优选混合A基金，在2021年年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,0.066,"基金可转债持仓明细表-第N大重仓股, 基金股票持仓明细表-第N大重仓股, 基金债券持仓明细表-第N大重仓股, 基金股票持仓明细表-数量, 基金份额持有人结构表-基金简称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
292,请查询：在20190121，属于申万二级水泥制造行业的A股股票，它们的平均成交金额是多少？小数点后保留不超过5位。,0.073,"A股票日行情表-成交量(股), A股票日行情表-成交金额(元), 港股票日行情表-成交量(股), 港股票日行情表-成交金额(元), A股公司行业划分表-二级行业名称, A股公司行业划分表-股票代码, A股公司行业划分表-交易日期, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
293,请帮我查询在截止2020-12-31的报告期间，基金总份额降低的基金数量是多少？,0.051,"基金规模变动表-报告期期末基金总份额, 基金规模变动表-报告期基金总赎回份额, 基金规模变动表-报告期期初基金总份额, 基金规模变动表-报告期基金总申购份额, 基金份额持有人结构表-公告日期, 基金份额持有人结构表-截止日期, 基金规模变动表-截止日期, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
294,帮我查询在2020年12月31日，代码为010058的基金前20大重仓股票中属于中信二级饮料行业的平均市值是多少？小数点后保留不超过3位。,0.075,"基金股票持仓明细表-第N大重仓股, 基金可转债持仓明细表-第N大重仓股, 基金股票持仓明细表-市值, 基金债券持仓明细表-第N大重仓股, 基金股票持仓明细表-股票代码, 基金股票持仓明细表-股票名称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
295,请查询：在2019的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于混合型类型的有几个。,0.069,"基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例, 基金份额持有人结构表-机构投资者持有的基金份额, 基金份额持有人结构表-定期报告所属年度, 基金基本信息表-基金类型, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-截止日期, 基金份额持有人结构表-公告日期, 基金份额持有人结构表-基金简称"
296,在2019年的年度报告里，中泰证券(上海)资产管理有限公司管理的基金中，有多少比例的基金是个人投资者持有的份额超过机构投资者？希望得到一个精确到两位小数的百分比。,0.09,"基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额, 基金股票持仓明细表-市值占基金资产净值比, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-截止日期, 基金份额持有人结构表-公告日期, 基金份额持有人结构表-基金简称"
297,请问在休闲服务行业，20211031行业的A股公司有多少?,0.042,"A股公司行业划分表-股票代码, A股公司行业划分表-一级行业名称, A股公司行业划分表-行业划分标准, A股公司行业划分表-二级行业名称, A股公司行业划分表-交易日期, A股票日行情表-股票代码, A股票日行情表-成交量(股), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
298,请查询：在20200518，属于申万二级景点行业的A股股票，它们的平均成交金额是多少？小数点后保留不超过5位。,0.068,"A股票日行情表-成交金额(元), A股票日行情表-成交量(股), 港股票日行情表-成交金额(元), 港股票日行情表-成交量(股), A股公司行业划分表-股票代码, A股公司行业划分表-二级行业名称, A股公司行业划分表-交易日期, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
299,20191226日，请给出民生加银聚益纯债债券基金的管理人和累计单位净值。,0.047,"基金日行情表-资产净值, 基金日行情表-累计单位净值, 基金日行情表-单位净值, 基金债券持仓明细表-基金简称, 基金债券持仓明细表-持债市值, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
STATS,统计信息,18.642,"最长: 0.309s, 最短: 0.033s, 平均: 0.062s"
